score,clean_content,minimal_content,roberta_sentiment,sentiment,sentiment_bi
1,everyone cannot afford,everyone cannot afford,negative,0,0
5,The app is great 👍,the app be great 👍,positive,2,1
3,Don't like the upgraded version,do not like the upgraded version,negative,0,0
1,Not giving the meaning of the remaining vocabulary is ok,not give the meaning of the remain vocabulary be ok,neutral,1,1
5,thank you for let me using this app for free i wish i still can use it for free because i need to learn to talk with people who uses english,thank you for let me use this app for free i wish i still can use it for free because i need to learn to talk with people who use english,positive,2,1
3,"Not good enough. It's below my expectations. The advertisement is false. This app does not correct pronunciation. Sometimes it freezes, and you have to close and restart it. Don't waste your money.","not good enough. it be below my expectations. the advertisement be false. this app do not correct pronunciation. sometimes it freezes, and you have to close and restart it. do not waste your money.",negative,0,0
5,Great App for English Pronunciation.,great app for english pronunciation.,positive,2,1
5,great app. It makes me practice a lot.,great app. it make me practice a lot.,positive,2,1
5,this app is away too helpfully for English learning may god help me get money for paying for the parts needs paents,this app be away too helpfully for english learning may god help me get money for pay for the part need paents,neutral,1,1
5,Talk about 10 times to pass the first sentence,talk about 10 time to pass the first sentence,neutral,1,1
1,"Takes 1-2 minutes to load the app, around 30-45 seconds to score the answer, horrible performance. And I'm sure the wifi is very fast.","take 1-2 minute to load the app, around 30-45 second to score the answer, horrible performance. and i be sure the wifi be very fast.",negative,0,0
5,why must be paid? I don't have a lot of monney. Please make it free.,why must be paid? i do not have a lot of monney. please make it free.,negative,0,0
1,How to read English on the day,how to read english on the day,neutral,1,1
5,Mst hai aur kya Chaiya,mst hai aur kya chaiya,neutral,1,1
4,The AI is a very good idea and gives instant feed back. That's what I like. But the AI needs to be more accurate. And it's painful to click click click. There are too much clicks to go through the program! This should be improved!,the ai be a very good idea and give instant feed back. that be what i like. but the ai need to be more accurate. and it be painful to click click click. there be too much click to go through the program! this should be improved!,neutral,1,1
5,awesome! Thanks,awesome! thanks,positive,2,1
5,Horrible App !!!!,horrible app!,negative,0,0
3,Unable to share my scores after test,unable to share my score after test,negative,0,0
3,"After finishing two parts of the courses, you will be forced to upgrade to Pro. The app is so limited. Other than that, the app analyzes your recording quite well. It's helpful to practice my pronunciation skills.","after finish two part of the courses, you will be force to upgrade to pro. the app be so limited. other than that, the app analyze your record quite well. it be helpful to practice my pronunciation skills.",neutral,1,1
5,"It was just great exoperience,noticing all my pronunciations mistakes fir the first time of using this app.","it be just great exoperience, notice all my pronunciation mistake fir the first time of use this app.",positive,2,1
1,"It paywalls you before you can test anything the little that shows is not that good, I would recommend you to spend your money in chatgpt and talk with him a far better experience","it paywalls you before you can test anything the little that show be not that good, i would recommend you to spend your money in chatgpt and talk with him a far good experience",negative,0,0
1,Too many words 😡,too many word 😡,negative,0,0
5,its too good app .its improve your english within 6 months,it be too good app. it be improve your english within 6 month,positive,2,1
5,yep.,yep.,neutral,1,1
5,"Practice anytime, anywhere. Very useful","practice anytime, anywhere. very useful",positive,2,1
5,Good app!!! I like it very much,good app! i like it very much,positive,2,1
1,"The application is really very bad, advising people not to download heavy machine but not to accumulate anything","the application be really very bad, advise people not to download heavy machine but not to accumulate anything",negative,0,0
5,1 ideal application to quickly improve your pronunciation level <3 🤩,1 ideal application to quickly improve your pronunciation level <3 🤩,positive,2,1
5,I know English but it handy,i know english but it handy,neutral,1,1
3,well defined application,well define application,neutral,1,1
3,"I think there are many shortcomings, the advertising can not believe now, I deeply understand.","i think there be many shortcomings, the advertising can not believe now, i deeply understand.",negative,0,0
5,OK each crime costs waste,ok each crime cost waste,negative,0,0
5,It is worth the money,it be worth the money,neutral,1,1
1,"Interesting concept, It crashed everytime during the first conversation (tutorial).","interest concept, it crash everytime during the first conversation tutorial .",negative,0,0
3,Two stars were detracted due to the lack of Arabic language. Please add the Arabic language. Thank you,two star be detract due to the lack of arabic language. please add the arabic language. thank you,negative,0,0
1,This garbage charge me even I canceled the subscription. I have to report now. Big scammer,this garbage charge me even i cancel the subscription. i have to report now. big scammer,negative,0,0
1,"How to contactela Speak so MK go to google or why do I feel new, I don't feel like sip vs mk so I deleted r but it still said that I have a 3 -month limit, but I still have no money.","how to contactela speak so mk go to google or why do i feel new, i do not feel like sip v mk so i deleted r but it still say that i have a 3 -month limit, but i still have no money.",negative,0,0
5,Just asm,just asm,neutral,1,1
5,Very helpful apps.,very helpful apps.,positive,2,1
2,It might be a good app but I had too much technical troubles with this app so I had to cancel my subscription,it might be a good app but i have too much technical trouble with this app so i have to cancel my subscription,negative,0,0
5,l can improve Elsa,l can improve elsa,neutral,1,1
5,it is a great app it help me to know my mistakes,it be a great app it help me to know my mistake,positive,2,1
5,"Speaking exercises are very depth, rich vocabulary","speaking exercise be very depth, rich vocabulary",neutral,1,1
3,I bought an account for 1 year but could not log in on another device. Is it possible to guide or fix errors on the app?,i buy an account for 1 year but could not log in on another device. be it possible to guide or fix error on the app?,negative,0,0
1,It's kinda suck in recognize voices.,it be kind of suck in recognize voices.,negative,0,0
3,My elsa application has a problem on recording. I stuck in lesson 2.,my elsa application have a problem on recording. i stick in lesson 2.,negative,0,0
4,Is this app British English or American English?,be this app british english or american english?,neutral,1,1
5,Elsa speak is very helpful to improve your pronunciation.,elsa speak be very helpful to improve your pronunciation.,positive,2,1
5,"It's so helping and support me to learn English, so I like this application","it be so help and support me to learn english, so i like this application",positive,2,1
5,"this is a good app, 👍 👊 👆 ☝️ because it ♥️ help me in English speaking.thanks 👏 😁 🥰 🤩 😃 😍 🥰 😘 💯 💯 🤓","this be a good app, 👍 👊 👆 ☝ because it ♥ help me in english speaking. thanks 👏 😁 🥰 🤩 😃 😍 🥰 😘 💯 💯 🤓",positive,2,1
5,"Support Vietnamese application. But it must be a little advanced about the language identification width. For example, when I opened Oxfox to pronounce and check with software, Oxfox also read wrong. The second is to handle noise.","support vietnamese application. but it must be a little advanced about the language identification width. for example, when i open oxfox to pronounce and check with software, oxfox also read wrong. the second be to handle noise.",neutral,1,1
1,"USELESS!! .. The definition of the word ""overpriced"" is this app, for nothing special at all triple the price of similar apps for just having a better UI? .. Apps are offering the same services for just signing up, and paid apps are not limiting learning options for free users, I take 5 min to sign up,3 min doing two lessons, and am kicked out to upgrade after just 3 min !!!","useless! . the definition of the word ""overpriced"" be this app, for nothing special at all triple the price of similar apps for just have a good ui? . apps be offer the same service for just sign up, and pay apps be not limit learn option for free users, i take 5 min to sign up, 3 min do two lessons, and be kick out to upgrade after just 3 min!",negative,0,0
5,The most accurate program that really improves pronunciation,the most accurate program that really improve pronunciation,positive,2,1
5,I still don't understand pleace teaching me,i still do not understand pleace teach me,negative,0,0
5,Stop,stop,neutral,1,1
1,not for beginner please go to the English academy 🙏 🙏 🙏 🙏,not for beginner please go to the english academy 🙏 🙏 🙏 🙏,neutral,1,1
1,Worst app guys it is an Paid app don't download this,bad app guy it be an paid app do not download this,negative,0,0
5,too bad it's a paid app. but it has 2 days trial tho,too bad it be a paid app. but it have 2 day trial tho,negative,0,0
4,"I think, it's best suit for you guys","i think, it be best suit for you guy",positive,2,1
4,unfortuntly it's premuim 😢 😢,unfortuntly it be premuim 😢 😢,negative,0,0
5,"I love it, it's amazing app for improve pronunciation","i love it, it be amazing app for improve pronunciation",positive,2,1
1,Full of bugs,full of bug,negative,0,0
1,I paid the yearly subscription and regretted it a lot the app has problems ho recognize several sounds and gives it as an error and so not let you go ahead in next exercise. I thought it was my English pronunciation. But then I gave it to couple of native speakers and it didnt work with them. It wasnt for one exercise. This problem happens in several exercises. Making this app useless as it does not actually help you improve,i pay the yearly subscription and regret it a lot the app have problem ho recognize several sound and give it as an error and so not let you go ahead in next exercise. i think it be my english pronunciation. but then i give it to couple of native speaker and it do not work with them. it be not for one exercise. this problem happen in several exercises. make this app useless as it do not actually help you improve,negative,0,0
1,Experience reading and filling words lacks inhibition,experience reading and filling word lack inhibition,neutral,1,1
5,I need this app for my daily speaking practices economically!!!,i need this app for my daily speaking practice economically!,neutral,1,1
2,"It's a very good app, one of 3 the best to learn English, but there are many things not free and what Irritate me is that I can't neither load my progression nor reinitialise","it be a very good app, one of 3 the best to learn english, but there be many thing not free and what irritate me be that i cannot neither load my progression nor reinitialise",neutral,1,1
5,Very good application to study well 😊,very good application to study well 😊,positive,2,1
5,It's the best english pronunciation app,it be the best english pronunciation app,positive,2,1
1,"I never used your app and you have charged me £42.49 for the service I never had, would you kindly refund me or let me know what is the refund process as there is no information available. Thank you","i never use your app and you have charge me £42. 49 for the service i never had, would you kindly refund me or let me know what be the refund process as there be no information available. thank you",negative,0,0
1,"Login, calling for accounts and passwords are invalid, pressing MK R to enter email to confirm, if they do not exist, then TKHOAN","login, call for account and password be invalid, press mk r to enter email to confirm, if they do not exist, then tkhoan",neutral,1,1
4,"This app is very useful and intelligenceing. But in Some Countries (Like Mine: Syria), it does not work properly, and requires vpn every time you will to account the Full Features. I hop you fix that probem soon. Thanks!","this app be very useful and intelligenceing. but in some country like mine syria , it do not work properly, and require vpn every time you will to account the full features. i hop you fix that probem soon. thanks!",negative,0,0
1,When i is will say fail to creat why this search waste of time,when i be will say fail to creat why this search waste of time,negative,0,0
1,I hate this app 😡 😡 😡 😡,i hate this app 😡 😡 😡 😡,negative,0,0
5,Learning is easy but weighing from English into mother tongue,learning be easy but weigh from english into mother tongue,neutral,1,1
5,Very useful for young children. They are good at that time,very useful for young children. they be good at that time,positive,2,1
4,"My experience is too good through this app,but without having any Card Ican,t complete the full course, so if there any option, it will be so convenient for us thanks.","my experience be too good through this app, but without have any card ican, t complete the full course, so if there any option, it will be so convenient for u thanks.",positive,2,1
5,amazing in one word,amaze in one word,positive,2,1
5,Excellent app.,excellent app.,positive,2,1
5,it 's very good for me .,it s very good for me.,positive,2,1
5,"very helpful but please include in Indonesian, 🙏","very helpful but please include in indonesian, 🙏",positive,2,1
5,My English is better now,my english be well now,neutral,1,1
5,"this app is adorable,I am learning a lot in this app,It's so nice. If you want to improve your English,you should to install this wonderful app ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤","this app be adorable, i be learn a lot in this app, it be so nice. if you want to improve your english, you should to install this wonderful app ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤",positive,2,1
5,Elsa is awesom to learn English....I love it,elsa be awesom to learn english. i love it,positive,2,1
5,Imeccable app indeed,imeccable app indeed,neutral,1,1
5,Like Like There is MTV,like like there be mtv,neutral,1,1
5,"I enjoyed this application, I've learned right pronunciation, and it helps me to enchance my communication skills.","i enjoy this application, i have learn right pronunciation, and it help me to enchance my communication skills.",positive,2,1
5,Great for me,great for me,positive,2,1
5,Do you need to pay for this school.,do you need to pay for this school.,negative,0,0
5,I haven't used it for a long time,i have not use it for a long time,negative,0,0
2,"Just bought a subscription & I'm very much disappointed at the video call practices, it never loads completely. I know, your engineers are gonna say ""it's due to slow internet connection"".. well I have a ~50 Mbps connection, please do ask your engineers to configure CDN's properly. If you are unable to deliver your contents globally, then stop selling globally!","just buy a subscription & i be very much disappoint at the video call practices, it never load completely. i know, your engineer be go to say ""its due to slow internet connection"". well i have a 50 mbps connection, please do ask your engineer to configure cdns properly. if you be unable to deliver your content globally, then stop sell globally!",negative,0,0
1,"It was working fine, but in the last 2 days is awful. It's loading very slow, take a long time to move from one lesson to another and in the middle of the lesson crash and does not recognize what you are saying anymore. Try to restart my phone, delete and reinstal the app, problems persists. Frankly, I am sorry that I paid for the premium","it be work fine, but in the last 2 day be awful. it be load very slow, take a long time to move from one lesson to another and in the middle of the lesson crash and do not recognize what you be say anymore. try to restart my phone, delete and reinstal the app, problem persists. frankly, i be sorry that i pay for the premium",negative,0,0
5,wow omg I can't believe this app is really,wow omg i cannot believe this app be really,negative,0,0
1,It's really worst app 😣,it be really bad app 😣,negative,0,0
5,"really good, and I like it.","really good, and i like it.",positive,2,1
4,this is something insanely good,this be something insanely good,positive,2,1
5,Very useful for those who lose their roots or are not fluent in reading and listening,very useful for those who lose their root or be not fluent in reading and listening,neutral,1,1
4,i enjoyed,i enjoy,positive,2,1
5,It's really a good app for learning English,it be really a good app for learn english,positive,2,1
4,Nice but I have no money to learn 🤣,nice but i have no money to learn 🤣,negative,0,0
1,"I have a continuous problem! Do not recognize the voice, load slowly, feedback over 3 times still not fixed, removed again! The software has a response button to receive a voice! I also responded continuously! Sdzai ... selling products that the service is lost!","i have a continuous problem! do not recognize the voice, load slowly, feedback over 3 time still not fixed, remove again! the software have a response button to receive a voice! i also respond continuously! sdzai. selling product that the service be lost!",negative,0,0
5,Through or always,through or always,neutral,1,1
5,It's good but unfortunately everything can only be tried very free. The rest must be paid.,it be good but unfortunately everything can only be try very free. the rest must be paid.,negative,0,0
4,Fun and exciting! The app is indeed educationally helpful and user-friendly.,fun and exciting! the app be indeed educationally helpful and user-friendly.,positive,2,1
2,"it was the greatest app among its kind until the latest update came.. sad, no money to pay for it. bye, it helped me somehow","it be the great app among it be kind until the late update came. sad, no money to pay for it. bye, it help me somehow",negative,0,0
1,"The new app downloaded lag extremely, each step and manipulated the App loading more than 1 minute taken time and real discomfort","the new app download lag extremely, each step and manipulate the app load more than 1 minute take time and real discomfort",negative,0,0
5,best for me,best for me,positive,2,1
5,Elsa chrcks pronunciation syllable by syllable so no chance (haha) to get lazy because it asks you practice until your month moves as guide does to make the ideal pronunciation. I am experiencing that listening comprehension is improving little by little because i am picking up sounds thanks to the pronunciation practice with Elsa. it is deserve to continue and practice every day even 5 minutes.,elsa chrcks pronunciation syllable by syllable so no chance haha to get lazy because it ask you practice until your month move as guide do to make the ideal pronunciation. i be experience that listen comprehension be improve little by little because i be pick up sound thanks to the pronunciation practice with elsa. it be deserve to continue and practice every day even 5 minutes.,neutral,1,1
5,This app really help me in my diction and pronunciation. I like it very much,this app really help me in my diction and pronunciation. i like it very much,positive,2,1
1,Loaded? Give 1 star,loaded? give 1 star,neutral,1,1
5,"Need more Philippines, Korea","need more philippines, korea",neutral,1,1
1,in vain downloaded did not write that paid,in vain download do not write that pay,negative,0,0
5,He teaches you to pronounce sounds and determines your weaknesses via a test,he teach you to pronounce sound and determines your weakness via a test,negative,0,0
5,I learned a lot today,i learn a lot today,positive,2,1
1,you start the app and THEN it tells you that you have to pay for a subscription lol,you start the app and then it tell you that you have to pay for a subscription lol,neutral,1,1
5,Very sweet 😍 😍 😍 😍 🙊 🙈,very sweet 😍 😍 😍 😍 🙊 🙈,positive,2,1
5,"I am getting used to learning English Pronunciation with Elsa Speak App. I am so excited, so, I can study in everytime.","i be get use to learn english pronunciation with elsa speak app. i be so excited, so, i can study in everytime.",positive,2,1
1,"Unfortunately, I did not see it because it is not free","unfortunately, i do not see it because it be not free",negative,0,0
5,this app ok,this app ok,neutral,1,1
2,helpful application.,helpful application.,neutral,1,1
5,"Not bad for linging lurr's brain, rather than an unemployed brain","not bad for linging lurrs brain, rather than an unemployed brain",neutral,1,1
5,Pretty Good Useful Application,pretty good useful application,positive,2,1
1,can't login anymore,cannot login anymore,negative,0,0
5,Well it is enough to help you pronounce and parody the country.,well it be enough to help you pronounce and parody the country.,neutral,1,1
4,Some words it just doesn't listen,some word it just do not listen,negative,0,0
5,"Useful, wonderful application","useful, wonderful application",positive,2,1
1,it's not working properly don't install it 👎,it be not work properly do not install it 👎,negative,0,0
4,"The application is excellent, but the problem does not have Arabic","the application be excellent, but the problem do not have arabic",neutral,1,1
5,I advise anyone who wants to learn the absolute speaking in the English language with this application,i advise anyone who want to learn the absolute speaking in the english language with this application,neutral,1,1
5,This is the great app for English pronunciation but There is no downloading option in it,this be the great app for english pronunciation but there be no download option in it,negative,0,0
5,vary good,vary good,positive,2,1
5,excellent for improvement of English,excellent for improvement of english,positive,2,1
1,"Don't waste your time. Its totally paid. Edit: And after the response from developers, it seems they are dumb as well. Cannot read user feedback properly.","do not waste your time. it be totally paid. edit and after the response from developers, it seem they be dumb as well. cannot read user feedback properly.",negative,0,0
5,It is realy helpful,it be realy helpful,positive,2,1
2,"On Android is also very inconvenient. The icons to press are too small, instead of making the choice bigger to press easier. For example, the small speaker shape in the lower left corner of the screen.","on android be also very inconvenient. the icon to press be too small, instead of make the choice big to press easier. for example, the small speaker shape in the low leave corner of the screen.",negative,0,0
5,That is a nine app.and it's very helpful,that be a nine app. and it be very helpful,positive,2,1
5,Excellent Apps for Learning English Fluently,excellent apps for learn english fluently,positive,2,1
2,"I feel normally, not effective to learn money, with many interesting functions 🙃 🙃","i feel normally, not effective to learn money, with many interesting function 🙃 🙃",negative,0,0
3,It was so perfect even with limited one but now it's forcing you to pay by this 3 lesson on a day 🙄,it be so perfect even with limited one but now it be force you to pay by this 3 lesson on a day 🙄,negative,0,0
5,"Very good, usefull and interesting","very good, usefull and interesting",positive,2,1
5,After 3 months I am like a foreigner,after 3 month i be like a foreigner,neutral,1,1
5,greatness,greatness,positive,2,1
1,Not understand,not understand,neutral,1,1
5,"This application is very good, I download this application from advertisements that offer","this application be very good, i download this application from advertisement that offer",positive,2,1
5,"Sweet, but unfortunately with money","sweet, but unfortunately with money",negative,0,0
5,Nice and really helpful app to practice pronunciation of words ❤️,nice and really helpful app to practice pronunciation of word ❤,positive,2,1
5,this app is a amaizing thanks alot,this app be a amaizing thanks alot,positive,2,1
1,puffy,puffy,neutral,1,1
4,"I don't put five stars because I believe this application can improve a lot, inserting other life scenarios, such as school, job interview, a meeting and so on...","i do not put five star because i believe this application can improve a lot, insert other life scenarios, such as school, job interview, a meeting and so on.",neutral,1,1
1,Stupid app. Always Error Notifications When I Want To Remove My Account.,stupid app. always error notification when i want to remove my account.,negative,0,0
5,there are,there be,neutral,1,1
1,"after using it for more than one year, now they bound me to pay for it, that's ridiculous.","after use it for more than one year, now they bind me to pay for it, that be ridiculous.",negative,0,0
5,I can directly improve my skills in english,i can directly improve my skill in english,positive,2,1
1,Just learned 1 lesson forced to pay.,just learn 1 lesson force to pay.,neutral,1,1
5,"a must download app, everyone should have!","a must download app, everyone should have!",positive,2,1
1,Very bad always stops,very bad always stop,negative,0,0
5,I hope i learn some english,i hope i learn some english,neutral,1,1
5,Too good but should not cks tuition,too good but should not cks tuition,negative,0,0
5,it is very easy to learn English in this app I can't speak English well I install this app now I can speak well,it be very easy to learn english in this app i cannot speak english well i install this app now i can speak well,neutral,1,1
5,I will like to add the turkish landage,i will like to add the turkish landage,neutral,1,1
3,Developer were more than forthcoming and understanding how certain financial situations happen. Thank you very much.,developer be more than forthcoming and understanding how certain financial situation happen. thank you very much.,neutral,1,1
3,This is a software of best.,this be a software of best.,neutral,1,1
4,I feel that it is a mistake 😂,i feel that it be a mistake 😂,negative,0,0
4,but i couldn't open locked levels,but i could not open lock level,negative,0,0
5,"I would like to recommend it it to every single buddy that,it is one of the best app.So,those People who are willing to improve their English,they need to download this app.Thank you!","i would like to recommend it it to every single buddy that, it be one of the best app. so, those people who be willing to improve their english, they need to download this app. thank you!",positive,2,1
4,Do wifi can not pay money,do wifi can not pay money,negative,0,0
5,"Wonderful, but unfortunately most of the courses are not free and this is unfortunate 😟","wonderful, but unfortunately most of the course be not free and this be unfortunate 😟",negative,0,0
5,App correct pronunciation very well,app correct pronunciation very well,positive,2,1
5,Great great app,great great app,positive,2,1
1,This app is frequent or lag. I don't understand what it is wrong,this app be frequent or lag. i do not understand what it be wrong,negative,0,0
5,"My 3G is weak, the warehouse uses Elsa. Hope Elsa can combine with the operator with a separate buying policy Elsa, like YouTube. And develop many lessons for those who want to practice more like me ^- ^","my 3g be weak, the warehouse use elsa. hope elsa can combine with the operator with a separate buying policy elsa, like youtube. and develop many lesson for those who want to practice more like me -",neutral,1,1
1,You should mention that it is paid even before installing... And in the advertisements.b,you should mention that it be pay even before installing. and in the advertisements. b,neutral,1,1
5,All are great except for free lessons.,all be great except for free lessons.,neutral,1,1
5,"OK, satisfied with the apk","ok, satisfy with the apk",neutral,1,1
3,Lesson a variety of new lessons. Overall learn a lot of vocabulary.,lesson a variety of new lessons. overall learn a lot of vocabulary.,neutral,1,1
5,That's very good. I'm using Elsa for interviews.,that be very good. i be use elsa for interviews.,positive,2,1
5,it is a very good app I like most this app I will improve my English in this app thanks for give me opportunity for studying this app,it be a very good app i like most this app i will improve my english in this app thanks for give me opportunity for study this app,positive,2,1
5,amazing app to learn,amaze app to learn,neutral,1,1
4,"Why did I finish the program and still not be able to update the new program, but it only records the program history.","why do i finish the program and still not be able to update the new program, but it only record the program history.",negative,0,0
1,On boarding is confusing more than ever. Elsa is deleted as soon as installed,on boarding be confuse more than ever. elsa be delete as soon as instal,negative,0,0
5,I support the teacher,i support the teacher,neutral,1,1
5,Great app for learning English.,great app for learn english.,positive,2,1
5,I downloaded for President Tung hihi,i download for president tung hihi,neutral,1,1
1,"The app keeps on checking for update even when I have fully updated it from the playstore. Tried several days but no solution. Definitely not going to continue my subscription. Phone: Realme Narzo 20, Android 11","the app keep on check for update even when i have fully update it from the playstore. try several day but no solution. definitely not go to continue my subscription. phone realme narzo 20, android 11",negative,0,0
5,Knowing thanks to Son Tung MTP,know thanks to son tung mtp,neutral,1,1
5,applications that can help me learn English pronunciation,application that can help me learn english pronunciation,neutral,1,1
3,Better if for free,well if for free,neutral,1,1
4,Good but needs improvement...add more lessons:),good but need improvement. add more lesson,neutral,1,1
4,"I updated my review: The ability to retry failed speech rocks. The feedback too. The only weakness is that the 'learn' section forces you to scroll down up to the last exercise every time. Maybe it would be useful to have the sounds you made wrong highlighted instead of the word letters, because in English the pronunciation a has almost no relation with how the word is written.","i update my review the ability to retry failed speech rocks. the feedback too. the only weakness be that the learn section force you to scroll down up to the last exercise every time. maybe it would be useful to have the sound you make wrong highlight instead of the word letters, because in english the pronunciation a have almost no relation with how the word be written.",negative,0,0
5,"This is the best app I have ever come across , is fun & amazing to learn ..This app deserve more than 5 star if actually there is 💓 💓 🤩 🤩 🤩 😍 😍","this be the best app i have ever come across, be fun & amaze to learn. this app deserve more than 5 star if actually there be 💓 💓 🤩 🤩 🤩 😍 😍",positive,2,1
1,"it's not even doing anything, just the same introduction again and again and again as if it stuck in a loop..it's really not working i don't know why..please check it once and fix it if it has any problem with any type of Android ...","it be not even do anything, just the same introduction again and again and again as if it stick in a loop. it be really not work i do not know why. please check it once and fix it if it have any problem with any type of android.",negative,0,0
3,why do I have to buy it (courses)with money,why do i have to buy it course with money,negative,0,0
5,This application is strange. I advise everyone in it,this application be strange. i advise everyone in it,negative,0,0
1,"I hate reading like that, but it is not right","i hate read like that, but it be not right",negative,0,0
3,This app is really good for begineer and advanced,this app be really good for begineer and advance,positive,2,1
5,Very great 👍 👍 👍 👍 👏 👏 👏 👏 👏 👏 💯 💯 💯,very great 👍 👍 👍 👍 👏 👏 👏 👏 👏 👏 💯 💯 💯,positive,2,1
1,I feel very disappointed to see the Elsa Speak application without Vietnamese subtitles I hope this situation will be overcome,i feel very disappointed to see the elsa speak application without vietnamese subtitle i hope this situation will be overcome,negative,0,0
5,very good and useful app,very good and useful app,positive,2,1
5,😍 😍 😍,😍 😍 😍,positive,2,1
5,10đ does not say much,10đ do not say much,negative,0,0
5,What the voice,what the voice,neutral,1,1
4,I love it but it's not free,i love it but it be not free,neutral,1,1
5,"Good application, useful.","good application, useful.",positive,2,1
3,"Good but there is no Vietnamese translation, so I don't know what it means","good but there be no vietnamese translation, so i do not know what it mean",negative,0,0
5,bad for those who want to learn to talk to using English but no one is guiding,bad for those who want to learn to talk to use english but no one be guide,negative,0,0
5,"Very good I like, just this application is not completely free.","very good i like, just this application be not completely free.",positive,2,1
5,Teach us to speak better english,teach u to speak good english,neutral,1,1
1,Mother app of expensive expenses,mother app of expensive expense,negative,0,0
4,"Looks like this application only uses 7 days for free, right? Looks like using all 7 days of registration","look like this application only use 7 day for free, right? look like use all 7 day of registration",neutral,1,1
5,"Water, Poto Mister","water, poto mister",neutral,1,1
5,This is nice app to learn English language,this be nice app to learn english language,positive,2,1
1,I don't understand the article very much.,i do not understand the article very much.,negative,0,0
2,Nothing wrong with my pronouncation. It won't recognize my voice so easily. How frustrating.,nothing wrong with my pronouncation. it will not recognize my voice so easily. how frustrating.,negative,0,0
5,The App is Priority,the app be priority,neutral,1,1
5,I think is very important for everyone to learning in English pronunciation,i think be very important for everyone to learn in english pronunciation,neutral,1,1
1,"The are charging me the full year, besides I CANCELL the subscription ONE year ago, thieves!!!!","the be charge me the full year, besides i cancell the subscription one year ago, thieves!",negative,0,0
1,I just paid to upgrade and become a Pro user in the app but the app charged the payment and It didn't update my account 😑 🤷‍ ♀️,i just pay to upgrade and become a pro user in the app but the app charge the payment and it do not update my account 😑 🤷 ♀,negative,0,0
1,Am not interested,be not interested,neutral,1,1
3,What is the problem with the software ?? Inseparable,what be the problem with the software? inseparable,negative,0,0
4,"When I first entered a new word or a new conversation, recording the age of the movement.","when i first enter a new word or a new conversation, record the age of the movement.",neutral,1,1
5,"Great app, quick replies and rapid evaluation.","great app, quick reply and rapid evaluation.",positive,2,1
2,"(I accidentally deleted My previous. Reviews!! ! )Frustrations and frustrations. I use ""Google translation"" to read out the sentences and it will give me different scores. So you know the AI listening is not accurate. When I left a review here, the robot will ask you take a screenshot to an email. Busy work. Already cancelled the subscription. This is not worthy your time or money.","i accidentally delete my previous. reviews! ! frustration and frustrations. i use ""google translation"" to read out the sentence and it will give me different scores. so you know the ai listening be not accurate. when i leave a review here, the robot will ask you take a screenshot to an email. busy work. already cancel the subscription. this be not worthy your time or money.",negative,0,0
1,"Downloaded and registered the account kept calling for an expired connection, how many times could it be","download and register the account keep call for an expired connection, how many time could it be",neutral,1,1
1,There is no Arabic Luke,there be no arabic luke,neutral,1,1
5,or really now I can speak English flowing,or really now i can speak english flowing,neutral,1,1
3,"It's a very nice app for learning English Speaking, Pronunciation etc.","it be a very nice app for learn english speaking, pronunciation etc.",positive,2,1
3,"Despite paying almost 130€ for an ELSA Pro Lifetime Membership, I cannot access the ELSA AI Chat feature. After using the usual three chats, the system prompts me to subscribe to the Premium plan and spend more money. I am really disappointed. While I understand that there is a limit of three chats per day, paying such a high amount for membership and still not being able to chat with an AI feels too expensive to me.","despite pay almost 130€ for an elsa pro lifetime membership, i cannot access the elsa ai chat feature. after use the usual three chats, the system prompt me to subscribe to the premium plan and spend more money. i be really disappointed. while i understand that there be a limit of three chat per day, pay such a high amount for membership and still not be able to chat with an ai feel too expensive to me.",negative,0,0
5,There's no app like yours. AI is the way to go.,there be no app like yours. ai be the way to go.,neutral,1,1
4,It is too difficult but should give 4 stars,it be too difficult but should give 4 star,negative,0,0
5,The app has a very good pronunciation adjustment,the app have a very good pronunciation adjustment,positive,2,1
5,It is a very great lesson and can help me improve my English skills because I am from New in this country.,it be a very great lesson and can help me improve my english skill because i be from new in this country.,positive,2,1
5,The lecture is very understandable but Mik is only 2nd,the lecture be very understandable but mik be only 2nd,neutral,1,1
5,"I went to test and get the lowest Speaking Skills score results in 4 skills. Before I participated in an English communication course pronunciation and communication, then went to Ho Guom to talk to tourists. But to tell the truth, I am quite lazy, especially in the summer, but on the fat lake is very horrible. Moreover, it is not enough to go 1 mk to say that many people do not have much ns. MK then learned about Elsa Speak, the app from pronunciation to intonation, also designed as a game","i go to test and get the low speaking skill score result in 4 skills. before i participate in an english communication course pronunciation and communication, then go to ho guom to talk to tourists. but to tell the truth, i be quite lazy, especially in the summer, but on the fat lake be very horrible. moreover, it be not enough to go 1 mk to say that many people do not have much ns. mk then learn about elsa speak, the app from pronunciation to intonation, also design as a game",negative,0,0
5,The best ever,the best ever,positive,2,1
3,the app only really focuses on US pronunciation which is really just not what I'm looking for.,the app only really focus on u pronunciation which be really just not what i be look for.,negative,0,0
5,it’s a absolutely amazing,it s a absolutely amazing,positive,2,1
5,Awesome and super easy app love it 😍,awesome and super easy app love it 😍,positive,2,1
4,like,like,neutral,1,1
3,"quite good but the premium i cant pay it , it also keep bothering me though","quite good but the premium i cannot pay it, it also keep bother me though",negative,0,0
