index,content,score,clean_content,minimal_content,lang,lang_prob,en_content,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
31868,,5,The application is good for learning,the application be good for learn,en,0.8974106311798096,The application is good for learning,positive,positive,0.4404,positive,0.77690095,0.014228255,0.20887077,0.77690095
31869,,1,failed to speaking .. the feeling is right. But it continues to be wrong,fail to speaking. the feeling be right. but it continue to be wrong,en,0.963343858718872,failed to speaking .. the feeling is right. But it continues to be wrong,negative,negative,-0.7311,negative,0.7766432,0.7766432,0.20615955,0.017197255
31871,,5,"steady, to hone reason and confidence","steady, to hone reason and confidence",en,0.8872238397598267,"steady, to hone reason and confidence",positive,positive,0.5106,neutral,0.682753,0.03162569,0.682753,0.28562137
31872,,5,The application is very helpful for beginners ..,the application be very helpful for beginners.,en,0.9491893649101256,The application is very helpful for beginners ..,positive,positive,0.4754,positive,0.9288429,0.004149894,0.06700719,0.9288429
31873,,5,"exciting to learn, especially the ai","excite to learn, especially the ai",en,0.902918815612793,"exciting to learn, especially the ai",positive,positive,0.4767,positive,0.98284745,0.002476985,0.014675554,0.98284745
31874,,5,just tried the apk and very helpful,just try the apk and very helpful,en,0.988675594329834,just tried the apk and very helpful,positive,positive,0.4754,positive,0.939602,0.0058919024,0.05450612,0.939602
31875,,5,the apk is really good,the apk be really good,en,0.9683154225349426,the apk is really good,positive,positive,0.4927,positive,0.9251991,0.0077739237,0.06702703,0.9251991
31876,,5,"Hopefully I can understand English, thank you.","hopefully i can understand english, thank you.",en,0.9639430046081544,"Hopefully I can understand English, thank you.",positive,positive,0.6369,positive,0.8343474,0.011803879,0.15384872,0.8343474
31877,,5,Very helpful to learn,very helpful to learn,en,0.9924803376197816,Very helpful to learn,positive,positive,0.4754,positive,0.9559059,0.010462656,0.03363137,0.9559059
31878,,5,Never regret installing this app. Very useful 👍 👍 👍,never regret instal this app. very useful 👍 👍 👍,en,0.7898037433624268,Never regret installing this app. Very useful 👍👍👍,positive,positive,0.6731,positive,0.98571706,0.0033359241,0.010947028,0.98571706
31880,,5,very good application for beginners like me,very good application for beginner like me,en,0.9626525640487672,very good application for beginners like me,positive,positive,0.6901,positive,0.967136,0.0051785028,0.027685499,0.967136
31881,,4,there is a free one who pays too,there be a free one who pay too,en,0.9226463437080384,there is a free one who pays too,neutral,positive,0.4404,neutral,0.6786068,0.022190074,0.6786068,0.29920316
31882,,5,good application but pay,good application but pay,en,0.9716611504554749,good application but pay,positive,neutral,0.09,positive,0.658595,0.100641824,0.24076308,0.658595
31883,,5,or what do you want to comment. What is clear is this good application,or what do you want to comment. what be clear be this good application,en,0.906591534614563,or what do you want to comment. What is clear is this good application,positive,positive,0.7003,neutral,0.6269168,0.061534368,0.6269168,0.31154883
31884,,5,"Very good, thank you Elsa.","very good, thank you elsa.",en,0.768034815788269,"Very good, thank you Elsa.",positive,positive,0.7159,positive,0.98552716,0.004089244,0.010383631,0.98552716
31885,,4,good for children my age,good for child my age,en,0.9218299388885498,good for children my age,neutral,positive,0.4404,positive,0.80824965,0.014526553,0.17722386,0.80824965
31886,,5,the lesson is exciting and many games 🫸 🫷,the lesson be excite and many game 🫸 🫷,en,0.9364420175552368,the lesson is exciting and many games🫸🫷,positive,positive,0.4767,positive,0.8974207,0.004305547,0.09827372,0.8974207
31887,,4,very helpful for the app,very helpful for the app,en,0.9829293489456176,very helpful for the app,neutral,positive,0.4754,positive,0.96270895,0.004939723,0.032351248,0.96270895
31888,,5,"Until the moment this is good, smga mate high school app. Thank you elsa","until the moment this be good, smga mate high school app. thank you elsa",en,0.793495237827301,"Until the moment this is good, smga mate high school app. Thank u elsa",positive,positive,0.6597,positive,0.930594,0.006721768,0.06268422,0.930594
31889,,5,good like because I can smooth,good like because i can smooth,en,0.9417941570281982,good like because I can smooth,positive,positive,0.6597,positive,0.9398197,0.010214418,0.04996583,0.9398197
31890,,5,very helpful for my pronunciation correctly,very helpful for my pronunciation correctly,en,0.8673979640007019,very helpful for my pronunciation correctly,positive,positive,0.4754,positive,0.94821256,0.0056515853,0.046135876,0.94821256
31891,,5,This is an application that really helps The Best 😍,this be an application that really help the best 😍,en,0.9572608470916748,This is an application that really helps The Best😍,positive,positive,0.8155,positive,0.9830882,0.004313843,0.012597985,0.9830882
31892,,5,really like this application ..,really like this application.,en,0.9793232679367064,really like this application ..,positive,positive,0.4201,positive,0.9756693,0.004778239,0.019552467,0.9756693
31893,,5,good can learn better,good can learn good,en,0.9487241506576538,good can learn better,positive,positive,0.7003,positive,0.9033811,0.013097132,0.08352181,0.9033811
31894,,5,Very good for the beginning,very good for the beginning,en,0.967953622341156,Very good for the beginning,positive,positive,0.4927,positive,0.9714064,0.003870421,0.024723142,0.9714064
31895,,5,very good and very useful,very good and very useful,en,0.995167315006256,very good and very useful,positive,positive,0.7496,positive,0.9738491,0.0054232697,0.020727614,0.9738491
31896,,5,"Cool, good, and fun application","cool, good, and fun application",en,0.9400777220726012,"Cool, good, and fun application",positive,positive,0.8176,positive,0.9558106,0.009673818,0.03451558,0.9558106
31897,,5,"Thank you, very helpful","thank you, very helpful",en,0.9750335812568665,"Thank you, very helpful",positive,positive,0.6801,positive,0.95555127,0.017118534,0.02733019,0.95555127
31898,,5,very useful and exciting,very useful and excite,en,0.9689534902572632,very useful and exciting,positive,positive,0.762,positive,0.9740423,0.004380553,0.021577103,0.9740423
31899,,3,There are many bugs :(,there be many bug,en,0.9501105546951294,There are many bugs :(,neutral,neutral,0.0,neutral,0.55388236,0.37919703,0.55388236,0.06692063
31900,,5,"noted.,., Recommended for friends., Very helpful","noted. , . , recommend for friends. , very helpful",en,0.9783536195755004,"noted.,., Recommended for friends., Very helpful",positive,positive,0.8268,positive,0.97740436,0.0037143643,0.018881287,0.97740436
31901,,5,I don't know what this is good or not but yauda,i do not know what this be good or not but yauda,en,0.8661044239997864,I don't know what this is good or not but yauda,positive,neutral,0.2382,neutral,0.40395108,0.39845014,0.40395108,0.19759874
31902,,2,Elsa really trains us well,elsa really train u well,en,0.9817786812782288,Elsa really trains us well,negative,positive,0.3353,positive,0.84051913,0.019240838,0.14023998,0.84051913
31903,,5,I like it. but I don't know how to subscribe,i like it. but i do not know how to subscribe,en,0.97177255153656,I like it. but I don't know how to subscribe,positive,neutral,0.1901,neutral,0.5751689,0.23589803,0.5751689,0.18893306
31904,,4,"really like it, the apk is really fun","really like it, the apk be really fun",en,0.9887822270393372,"really like it, the apk is really fun",neutral,positive,0.7496,positive,0.981753,0.004094913,0.014152139,0.981753
31905,,1,My balance has been cut off why the account status is still free?,my balance have be cut off why the account status be still free?,en,0.9007977843284608,My balance has been cut off why the account status is still free?,negative,neutral,0.296,negative,0.6679552,0.6679552,0.3228859,0.009158896
31906,,1,"very helpful, thank you","very helpful, thank you",en,0.9794554710388184,"very helpful, thank you",negative,positive,0.707,positive,0.9667457,0.010275684,0.022978662,0.9667457
31907,,5,"Thanks, very helpful","thanks, very helpful",en,0.9739629626274108,"Thanks, very helpful",positive,positive,0.7178,positive,0.9505955,0.017298592,0.03210595,0.9505955
31908,,5,really good apk 🥰,really good apk 🥰,en,0.9870418906211852,really good apk 🥰,positive,positive,0.4927,positive,0.9851896,0.0039851977,0.010825196,0.9851896
31909,,5,First exercise smoothly,first exercise smoothly,en,0.9115991592407228,First exercise smoothly,positive,neutral,0.0,positive,0.7656068,0.00874142,0.22565176,0.7656068
31910,,5,for the initial stage fun,for the initial stage fun,en,0.8628050684928894,for the initial stage fun,positive,positive,0.5106,positive,0.7354531,0.008675489,0.25587142,0.7354531
31911,,5,really good application,really good application,en,0.9789343476295472,really good application,positive,positive,0.4927,positive,0.95103663,0.012467874,0.036495537,0.95103663
31912,,5,thanks for me smoothly so 🥰,thanks for me smoothly so 🥰,en,0.8497253060340881,thanks for me smoothly so 🥰,positive,positive,0.4404,positive,0.9778266,0.0038241912,0.018349243,0.9778266
31913,,5,The apk is very helpful,the apk be very helpful,en,0.9455052614212036,The apk is very helpful,positive,positive,0.4754,positive,0.9100113,0.009665587,0.08032309,0.9100113
31914,,5,cool after preacher !!!,cool after preacher!,en,0.9090911746025084,cool after preacher !!!,positive,positive,0.3802,positive,0.7168045,0.0077881734,0.27540734,0.7168045
31915,,5,helps very very helpful ..,help very very helpful.,en,0.998503804206848,helps very very helpful ..,positive,positive,0.7245,positive,0.9629993,0.010090246,0.0269105,0.9629993
31916,,5,Love to learn to use this application,love to learn to use this application,en,0.9026190638542176,Love to learn to use this application,positive,positive,0.6369,positive,0.96724397,0.004529526,0.0282265,0.96724397
31917,,5,very helpful in spelling,very helpful in spell,en,0.9748437404632568,very helpful in spelling,positive,positive,0.4754,positive,0.9456446,0.0064832154,0.04787222,0.9456446
31918,,5,cool bangt this application,cool bangt this application,en,0.5859577059745789,cool bangt this application,positive,positive,0.3182,positive,0.890788,0.011817482,0.09739451,0.890788
31919,,1,happy to know this application is very grateful to be able to help,happy to know this application be very grateful to be able to help,en,0.9712466597557068,happy to know this application is very grateful to be able to help,negative,positive,0.8655,positive,0.98360944,0.004079285,0.012311275,0.98360944
31920,,5,so far quite interesting,so far quite interesting,en,0.9063158631324768,so far quite interesting,positive,positive,0.5034,positive,0.9688476,0.0037298293,0.027422551,0.9688476
31921,,4,"Learning, hopefully the better","learning, hopefully the good",en,0.9500489830970764,"Learning, hopefully the better",neutral,positive,0.6808,positive,0.95164025,0.0054214653,0.042938314,0.95164025
31922,,5,good dear paid 😭,good dear pay 😭,en,0.7947805523872375,good dear paid 😭,positive,positive,0.6249,neutral,0.31266966,0.107281916,0.31266966,0.58004844
31923,,5,Exciting the learning given,excite the learning give,en,0.9294552803039552,Exciting the learning given,positive,positive,0.4767,positive,0.93802834,0.0044127232,0.057558987,0.93802834
31924,,5,really good makes me smart,really good make me smart,en,0.9538170695304872,really good makes me smart,positive,positive,0.7089,positive,0.931273,0.011112948,0.057614107,0.931273
31925,,5,cool but unfortunately paid,cool but unfortunately pay,en,0.9732421040534972,cool but unfortunately paid,positive,negative,-0.4678,negative,0.5604217,0.5604217,0.38429216,0.05528611
31926,,5,"This is the best apk, I really like it","this be the best apk, i really like it",en,0.9272698163986206,"This is the best apk, I really like it",positive,positive,0.7902,positive,0.9866115,0.0040693763,0.009319125,0.9866115
31927,,5,pretty cool and useful,pretty cool and useful,en,0.8140641450881958,pretty cool and useful,positive,positive,0.8126,positive,0.9645407,0.0069787954,0.028480496,0.9645407
31928,,5,Yaw. Hopefully consistent in learning,yaw. hopefully consistent in learn,en,0.9193897247314452,Yaw. Hopefully consistent in learning,positive,positive,0.4019,positive,0.7944768,0.014663597,0.1908596,0.7944768
31929,,5,"The word ""wish"" is very difficult for Indonesia","the word ""wish"" be very difficult for indonesia",en,0.9438045620918274,"The word ""wish"" is very difficult for Indonesia",positive,negative,-0.4201,negative,0.70103055,0.70103055,0.2843775,0.014591963
31930,,5,very fun using this application 😻,very fun use this application 😻,en,0.9299675226211548,very fun using this application😻,positive,positive,0.5563,positive,0.98739177,0.0027127932,0.009895466,0.98739177
31931,,5,good for talking partners,good for talk partner,en,0.9889688491821288,good for talking partners,positive,positive,0.4404,positive,0.91333985,0.007802303,0.078857854,0.91333985
31932,,5,Very good application ... 👍,very good application. 👍,en,0.973845362663269,Very good application ... 👍,positive,positive,0.4927,positive,0.9705065,0.007752731,0.02174077,0.9705065
31933,,5,APK NY is very helpful for beginners,apk ny be very helpful for beginner,en,0.916131854057312,APK NY is very helpful for beginners,positive,positive,0.4754,positive,0.7815324,0.016625825,0.20184174,0.7815324
31934,,5,"Good, I learned a lot :)","good, i learn a lot",en,0.92417573928833,"Good, I learned a lot :)",positive,positive,0.4404,positive,0.9718925,0.005222392,0.02288515,0.9718925
31935,,4,It's very good to help you,it be very good to help you,en,0.989200472831726,It's very good to help you,neutral,positive,0.7316,positive,0.93657696,0.007787439,0.05563556,0.93657696
31936,,5,very helpful for beginners ..,very helpful for beginners.,en,0.9797805547714232,very helpful for beginners ..,positive,positive,0.4754,positive,0.9362481,0.0053605237,0.058391333,0.9362481
31937,,5,Really good for beginners 👍 👍 👍 🤩 🤩 🤩,really good for beginner 👍 👍 👍 🤩 🤩 🤩,en,0.9327111840248108,Really good for beginners 👍👍👍🤩🤩🤩,positive,positive,0.4927,positive,0.9872175,0.0024733122,0.010309177,0.9872175
31938,,5,Very helpful for beginners like meave,very helpful for beginner like meave,en,0.9742720127105712,Very helpful for beginners like meave,positive,positive,0.6801,positive,0.9400191,0.0076568476,0.052324105,0.9400191
31940,,5,This application is very useful ..,this application be very useful.,en,0.9658109545707704,This application is very useful ..,positive,positive,0.4927,positive,0.938937,0.003983784,0.057079144,0.938937
31941,,5,Really cool !!! Those who learn speaking must install this !!,really cool! those who learn speak must install this!,en,0.9870709776878356,Really cool !!! Those who learn speaking must install this !!,positive,positive,0.49,positive,0.9736485,0.003413142,0.022938322,0.9736485
31942,,4,"really good, but expensive","really good, but expensive",en,0.994375467300415,"really good, but expensive",neutral,neutral,0.2724,neutral,0.27797735,0.15937519,0.27797735,0.56264746
31943,,1,Still just trying. Not dare to give a high value,still just trying. not dare to give a high value,en,0.9753440618515016,Still just trying. Not dare to give a high value,negative,positive,0.34,negative,0.55255663,0.55255663,0.4142855,0.03315786
31944,,5,This apk really helped me thanks,this apk really help me thanks,en,0.9651710987091064,This apk really helped me thanks,positive,positive,0.7316,positive,0.95680153,0.008853035,0.034345433,0.95680153
31945,,5,Very good in learning 😊,very good in learn 😊,en,0.9953960180282592,Very good in learning😊,positive,positive,0.4927,positive,0.97367215,0.005469399,0.020858416,0.97367215
31946,,4,Very good for beginners..nice,very good for beginners. nice,en,0.9839130640029908,Very good for beginners..nice,neutral,positive,0.7178,positive,0.9804596,0.0032547195,0.01628577,0.9804596
31947,,5,"Very good application, I like it","very good application, i like it",en,0.9780948162078856,"Very good application, I like it",positive,positive,0.7146,positive,0.9815197,0.005439888,0.013040432,0.9815197
31948,,5,Very good and fun,very good and fun,en,0.992325723171234,Very good and fun,positive,positive,0.7755,positive,0.97922254,0.00472295,0.016054524,0.97922254
31949,,5,"really good, hopefully it can be better","really good, hopefully it can be good",en,0.9757258296012878,"really good, hopefully it can be better",positive,positive,0.8543,positive,0.9842689,0.0034867667,0.012244273,0.9842689
31950,,5,This apk is very good,this apk be very good,en,0.960584282875061,This apk is very good,positive,positive,0.4927,positive,0.96913636,0.004942302,0.025921294,0.96913636
31951,,5,good for launching the speaker,good for launch the speaker,en,0.9307376146316528,good for launching the speaker,positive,positive,0.4404,positive,0.934463,0.0049356446,0.060601313,0.934463
31952,,5,the application is good .. really help,the application be good. really help,en,0.9637344479560852,the application is good .. really help,positive,positive,0.7089,positive,0.9326008,0.009422397,0.05797684,0.9326008
31953,,5,very good and recommended,very good and recommend,en,0.989452064037323,very good and recommended,positive,positive,0.7146,positive,0.9752914,0.0065443437,0.018164271,0.9752914
31954,,5,Like it .. if you already have money to buy pro 😁,like it. if you already have money to buy pro 😁,en,0.9930198788642884,Like it .. if you already have money to buy pro😁,positive,positive,0.3612,positive,0.856577,0.0073009115,0.13612215,0.856577
31955,,5,very helpful pronunciation,very helpful pronunciation,en,0.9043350219726562,very helpful pronunciation,positive,positive,0.4754,positive,0.9295186,0.01361005,0.056871355,0.9295186
31956,,4,very good. Many methods,very good. many method,en,0.9985948204994202,very good. Many methods,neutral,positive,0.4927,positive,0.9685716,0.00800151,0.02342688,0.9685716
31957,,5,very helpful for beginners 🤍,very helpful for beginner 🤍,en,0.970693826675415,very helpful for beginners🤍,positive,positive,0.4754,positive,0.96046036,0.0066835275,0.032856144,0.96046036
31958,,5,this application is really good,this application be really good,en,0.9600586891174316,this application is really good,positive,positive,0.4927,positive,0.97045994,0.0054500327,0.024089992,0.97045994
31959,,5,great the soul of the application is really great,great the soul of the application be really great,en,0.921725571155548,great the soul of the application is really great,positive,positive,0.8481,positive,0.9710518,0.006898313,0.02204986,0.9710518
31960,,5,"the apk is good, I like it","the apk be good, i like it",en,0.7674731612205505,"the apk is good, I like it",positive,positive,0.6597,positive,0.9572756,0.006136714,0.036587723,0.9572756
31961,,5,the application is good bagget 🤩,the application be good bagget 🤩,en,0.7069621086120605,the application is good bagget 🤩,positive,positive,0.4404,positive,0.96537703,0.0047175377,0.029905401,0.96537703
31962,,4,"really good, but I have subscribed, but gkppa","really good, but i have subscribed, but gkppa",en,0.9851472973823548,"really good, but I have subscribed, but gkppa",neutral,neutral,0.2724,positive,0.9408468,0.010753218,0.048400003,0.9408468
31963,,5,Easy to understand,easy to understand,en,0.9685839414596558,Easy to understand,positive,positive,0.4404,neutral,0.46495104,0.064416856,0.46495104,0.4706321
31964,,4,The application is very helpful,the application be very helpful,en,0.948351263999939,The application is very helpful,neutral,positive,0.4754,positive,0.93784195,0.006629158,0.055528846,0.93784195
31965,,5,This is good for beginners to me,this be good for beginner to me,en,0.8880525231361389,This is good for beginners to me,positive,positive,0.4404,positive,0.86759746,0.007585745,0.1248168,0.86759746
31966,,5,great for those who want to learn!,great for those who want to learn!,en,0.9901524782180786,great for those who want to learn!,positive,positive,0.69,positive,0.9716898,0.0032262416,0.025083963,0.9716898
31967,,5,"ok very helpful, thank you","ok very helpful, thank you",en,0.9796204566955566,"ok very helpful, thank you",positive,positive,0.7947,positive,0.96203685,0.009115732,0.02884749,0.96203685
31968,,5,This really good apk helps for those who don't have English,this really good apk help for those who do not have english,en,0.9790141582489014,This really good apk helps for those who don't have English,positive,positive,0.7316,positive,0.93272066,0.008640981,0.058638386,0.93272066
31969,,5,I'm very happy to learn from this apk ☺️,i be very happy to learn from this apk ☺,en,0.9759238362312316,I'm very happy to learn from this apk☺️,positive,positive,0.6115,positive,0.9726601,0.0029503077,0.0243896,0.9726601
31970,,5,it seems good ai,it seem good ai,en,0.9884222149848938,it seems good ai,positive,positive,0.4404,positive,0.9102084,0.008027537,0.08176403,0.9102084
31971,,5,Given a 5 star because I support the learning process 👍,give a 5 star because i support the learning process 👍,en,0.9034181237220764,Given a 5 star because I support the learning process 👍,positive,positive,0.4019,positive,0.92066246,0.004776334,0.074561164,0.92066246
31972,,4,"very helpful, thank you Elsa","very helpful, thank you elsa",en,0.9471817016601562,"very helpful, thank you Elsa",neutral,positive,0.707,positive,0.9722757,0.007930985,0.019793287,0.9722757
31973,,5,This is very cool and very helpful,this be very cool and very helpful,en,0.9883925914764404,This is very cool and very helpful,positive,positive,0.6894,positive,0.9800259,0.0049898108,0.014984353,0.9800259
31974,,5,This application is very helpful for beginners.,this application be very helpful for beginners.,en,0.9508652687072754,This application is very helpful for beginners.,positive,positive,0.4754,positive,0.94762427,0.0034695824,0.048906177,0.94762427
31975,,5,This application is the most amazing I have ever met,this application be the most amazing i have ever meet,en,0.9446178674697876,This application is the most amazing I have ever met,positive,positive,0.624,positive,0.98155355,0.0068829176,0.011563553,0.98155355
31976,,5,very good application ... I like it,very good application. i like it,en,0.9760282039642334,very good application ... I like it,positive,positive,0.7146,positive,0.9816612,0.005097854,0.013240949,0.9816612
31977,,1,"how come it's paid, there's no money me sis","how come it be paid, there be no money me si",en,0.5902661681175232,"how come it's paid, there's no money me sis",negative,negative,-0.296,negative,0.712686,0.712686,0.26876795,0.018546004
31978,,5,wow the application is very helpful 🥰,wow the application be very helpful 🥰,en,0.9249255657196044,wow the application is very helpful🥰,positive,positive,0.7841,positive,0.98369664,0.005713342,0.010590006,0.98369664
31979,,5,Very good for beginners 🤗,very good for beginner 🤗,en,0.9797191619873048,Very good for beginners🤗,positive,positive,0.4927,positive,0.9738588,0.003501484,0.022639709,0.9738588
31980,,5,"The coolest application ever, must download guys 🤩 🤩 🤩","the cool application ever, must download guy 🤩 🤩 🤩",en,0.8850489854812622,"The coolest application ever, must download guys🤩🤩🤩",positive,positive,0.3182,positive,0.98867744,0.0038146293,0.0075078737,0.98867744
31981,,4,the pay is expensive for advance,the pay be expensive for advance,en,0.9583798050880432,the pay is expensive for advance,neutral,neutral,-0.1027,negative,0.45929474,0.45929474,0.49890575,0.041799515
31982,,5,really the application helps,really the application help,en,0.9714873433113098,really the application helps,positive,positive,0.4522,neutral,0.6057793,0.1757215,0.6057793,0.21849927
31983,,5,very helping me in recognizing my mistakes,very help me in recognize my mistake,en,0.9783565402030944,very helping me in recognizing my mistakes,positive,neutral,0.1513,negative,0.4577295,0.4577295,0.45728642,0.08498404
31984,,5,good but have to pay 😭,good but have to pay 😭,en,0.9977429509162904,good but have to pay 😭,positive,neutral,0.09,negative,0.6897357,0.6897357,0.23653595,0.07372826
31985,,5,very helpful really good,very helpful really good,en,0.995317280292511,very helpful really good,positive,positive,0.7615,positive,0.9646802,0.01129818,0.02402168,0.9646802
31986,,5,mantap but the premium is,mantap but the premium be,en,0.570683479309082,mantappp but the premium is,positive,neutral,0.0,neutral,0.8083216,0.060594033,0.8083216,0.13108443
31987,,5,This is really cool,this be really cool,en,0.9578529596328736,This is really cool,positive,positive,0.3804,positive,0.9615365,0.0072391583,0.031224366,0.9615365
31988,,5,Very attractive apk,very attractive apk,en,0.986572563648224,Very attractive apk,positive,positive,0.4927,positive,0.8409094,0.025347928,0.13374269,0.8409094
31989,,5,This apk is very helpful.,this apk be very helpful.,en,0.9722723364830016,This apk is very helpful.,positive,positive,0.4754,positive,0.9492005,0.006162474,0.044637036,0.9492005
31990,,4,very good and helpful,very good and helpful,en,0.9914782047271729,very good and helpful,neutral,positive,0.7397,positive,0.9626051,0.009046667,0.028348222,0.9626051
31991,,5,I like this application. Thank You,i like this application. thank you,en,0.8863039612770081,I like this application. Thank You,positive,positive,0.6124,positive,0.97266036,0.004307841,0.023031807,0.97266036
31992,,5,"very extraordinary, thank you","very extraordinary, thank you",en,0.9470255374908448,"very extraordinary, thank you",positive,positive,0.4173,positive,0.9684529,0.009216129,0.022330975,0.9684529
31993,,5,Cool and recommendation. That's it,cool and recommendation. that be it,en,0.923053503036499,Cool and recommendation. That's it,positive,positive,0.3182,positive,0.8463451,0.018695196,0.13495967,0.8463451
31994,,4,very good for beginners like me,very good for beginner like me,en,0.9757375121116638,very good for beginners like me,neutral,positive,0.6901,positive,0.96543026,0.0044443193,0.030125381,0.96543026
31995,,1,"The sample material is not there, you have to pay first","the sample material be not there, you have to pay first",en,0.9729487299919128,"The sample material is not there, you have to pay first",negative,neutral,-0.1027,neutral,0.5550922,0.42112032,0.5550922,0.023787413
31996,,1,Can't test 7 days directly told to pay ... dizzy like this,cannot test 7 day directly tell to pay. dizzy like this,en,0.9099995493888856,Can't test 7 days directly told to pay ... dizzy like this,negative,neutral,0.0516,negative,0.79426116,0.79426116,0.18917786,0.016561054
31997,,5,I hope I can quickly speak English,i hope i can quickly speak english,en,0.957660973072052,I hope I can quickly speak English,positive,positive,0.4404,positive,0.7609202,0.015294264,0.22378553,0.7609202
31998,,5,Happy to be able to study with Elsa ..,happy to be able to study with elsa.,en,0.94306880235672,Happy to be able to study with Elsa ..,positive,positive,0.5719,positive,0.96986604,0.0024103525,0.027723636,0.96986604
31999,,5,"The application is cool, very helpful","the application be cool, very helpful",en,0.9670458436012268,"The application is cool, very helpful",positive,positive,0.659,positive,0.9712089,0.006380164,0.02241094,0.9712089
32000,,5,feel really helped,feel really help,en,0.9907399415969848,feel really helped,positive,positive,0.4576,neutral,0.5272985,0.14563492,0.5272985,0.32706657
32001,,5,The application is very helpful to learn English,the application be very helpful to learn english,en,0.9470095038414,The application is very helpful to learn English,positive,positive,0.4754,positive,0.9409894,0.004754851,0.054255765,0.9409894
32002,,5,good hurry download,good hurry download,en,0.7718100547790527,good hurry download,positive,positive,0.4404,positive,0.8980969,0.012754199,0.08914889,0.8980969
32003,,5,The application is very helpful 👍,the application be very helpful 👍,en,0.9369878172874452,The application is very helpful 👍,positive,positive,0.4754,positive,0.9638472,0.005945042,0.03020776,0.9638472
32004,,5,This apk helps me speak English,this apk help me speak english,en,0.9208539128303528,This apk helps me speak English,positive,positive,0.4019,neutral,0.4662159,0.027177874,0.4662159,0.5066062
32005,,5,This application is very helpful,this application be very helpful,en,0.9503483772277832,This application is very helpful,positive,positive,0.4754,positive,0.952714,0.0058849053,0.041401044,0.952714
32006,,5,I am very happy even though it's hard to talk,i be very happy even though it be hard to talk,en,0.9898983240127563,I am very happy even though it's hard to talk,positive,positive,0.5563,positive,0.9217568,0.013572238,0.064671025,0.9217568
32007,,5,cool learning while playing games,cool learn while play game,en,0.8925482630729675,cool learning while playing games,positive,positive,0.5719,positive,0.7441381,0.009127933,0.24673396,0.7441381
32008,,4,interesting and help for beginners,interesting and help for beginner,en,0.9303698539733888,interesting and help for beginners,neutral,positive,0.6597,positive,0.8785459,0.010669665,0.110784516,0.8785459
32009,,5,good very useful,good very useful,en,0.9592864513397216,good very useful,positive,positive,0.7264,positive,0.93878627,0.014960613,0.04625317,0.93878627
32010,,5,Very useful for beginners,very useful for beginner,en,0.932914674282074,Very useful for beginners,positive,positive,0.4927,positive,0.9227423,0.008440623,0.068817005,0.9227423
32011,,5,It's fun to know using this application,it be fun to know use this application,en,0.8710676431655884,It's fun to know using this application,positive,positive,0.5106,positive,0.9026258,0.005257466,0.09211672,0.9026258
32012,,4,APK is very helpful for the development of my English,apk be very helpful for the development of my english,en,0.946962833404541,APK is very helpful for the development of my English,neutral,positive,0.4754,positive,0.91301477,0.0071189934,0.07986629,0.91301477
32013,,5,While I give a five -star Poll very helpful,while i give a five -star poll very helpful,en,0.9014204144477844,While I give a five -star Poll very helpful,positive,positive,0.4754,positive,0.9236663,0.007449097,0.06888459,0.9236663
32014,,5,Apk cool super duper,apk cool super duper,en,0.5227076411247253,Apk cool super duper,positive,positive,0.7351,positive,0.9109348,0.0083037745,0.08076143,0.9109348
32015,,5,"really cool ,, it won't lose","really cool, it will not lose",en,0.9874200224876404,"really cool ,, it won't lose",positive,positive,0.5928,positive,0.97633886,0.004980202,0.018680898,0.97633886
32016,,5,Good very interesting,good very interesting,en,0.9841976761817932,Good very interesting,positive,positive,0.7089,positive,0.94714475,0.010563628,0.042291593,0.94714475
32017,,5,"For the sake of whatever, the application is good","for the sake of whatever, the application be good",en,0.9132165312767028,"For the sake of whatever, the application is good",positive,positive,0.4404,positive,0.6525125,0.033581834,0.31390572,0.6525125
32018,,5,This application is very good I really like this application,this application be very good i really like this application,en,0.9720378518104552,This application is very good I really like this application,positive,positive,0.7391,positive,0.98476887,0.0043158205,0.010915252,0.98476887
32019,,5,the apps really help,the apps really help,en,0.9761251211166382,the apps really help,positive,positive,0.4576,positive,0.9109935,0.008080748,0.0809257,0.9109935
32020,,5,Huhh likes to be the same as the Apk Elsa so tmbh Bgus DH Speak English,huhh like to be the same as the apk elsa so tmbh bgus dh speak english,en,0.8236590623855591,Huhh likes to be the same as the Apk Elsa so tmbh Bgus DH Speak English,positive,positive,0.3612,neutral,0.73879135,0.025738638,0.73879135,0.23547004
32021,,5,I'm very satisfied using this application,i be very satisfied use this application,en,0.908743977546692,I'm very satisfied using this application,positive,positive,0.4754,positive,0.9715547,0.0037517312,0.024693599,0.9715547
32022,,3,"again learning later, if I will add the star","again learn later, if i will add the star",en,0.533785879611969,"again learning later, if I will add the star",neutral,neutral,0.0,neutral,0.84007907,0.022753006,0.84007907,0.13716792
32023,,5,Good apk fun fun,good apk fun fun,en,0.6131545305252075,Good apk fun fun,positive,positive,0.8591,positive,0.94848347,0.0058710366,0.045645453,0.94848347
32024,,5,good but paid the application,good but pay the application,en,0.963306725025177,good but paid the application,positive,neutral,0.09,neutral,0.45379668,0.18536292,0.45379668,0.3608404
32025,,5,"Uu really good app,","uu really good app,",en,0.9836326241493224,"Uuuuu really good app,",positive,positive,0.4927,positive,0.97143316,0.0072894357,0.021277381,0.97143316
